def_normalized_key,def_occurrences,def_distinct_values,def_groups,def_projects,def_sample_values,def_sample_files,def_severity
77_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
77_sha256,3,2,GENERAL,UNKNOWN,A13450E1C53DD610CB2395A62602E3A867EAB8D2151D946163319227BFB144DB || 90AAD67A2EFC763F831232788E940E67A1DCFAD56928D458D98992D7DB9A2254,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
77_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
77_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
78_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Protection, network guard, environment risk gate || Acceleration, cache, wheelhouse, retry, download/install planning",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
78_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VIA-PanoramaHardGateSafeFix.ps1.freeze.lock.json || 70_VRN_Rules\__pycache__\VIS_VRN_BrokerAlias_Extension_v0224.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
78_priority,3,2,GENERAL,UNKNOWN,1 || 3,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
78_targetenv,3,2,GENERAL,UNKNOWN,document/report || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
78_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
78_sha256,3,2,GENERAL,UNKNOWN,1584A10A4A51E7F04B3775365F35E032BAACDCBD65413DDFC64E0F0EF98D0302 || 357836533D820A446B481ED911AB8D6FC72FE923860B0FC9E0C10B8C3B7EE1D9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
78_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
78_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
79_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Protection, network guard, environment risk gate || Acceleration, cache, wheelhouse, retry, download/install planning",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
79_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1 || 70_VRN_Rules\__pycache__\VIS_VRN_BrokerAnalystAdapters_v06146.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
79_priority,3,2,GENERAL,UNKNOWN,1 || 3,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
79_targetenv,3,2,GENERAL,UNKNOWN,PowerShell 7 || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
79_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
79_sha256,3,2,GENERAL,UNKNOWN,FBB40A799485EE5F5B45A6442E1FC4EF01965496F15AAD31C94028D3076A9BB0 || 99DE6672CECA37D3E0C208EB4B4E35BE15EB1147CCAFF36147BF55BDB26921F6,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
79_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
79_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
80_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Protection, network guard, environment risk gate || Acceleration, cache, wheelhouse, retry, download/install planning",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
80_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VIA-SupportiveHardGate.ps1.freeze.lock.json || 70_VRN_Rules\__pycache__\VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
80_priority,3,2,GENERAL,UNKNOWN,1 || 3,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
80_targetenv,3,2,GENERAL,UNKNOWN,document/report || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
80_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
80_sha256,3,2,GENERAL,UNKNOWN,D79565BB6C18E817705311BBFA5F828C2577AE19B0734609BA73B022326E4465 || 122C53F1ADC7ED0F375D4086B84C9B817A978A34B571D977928C4F6A906CA942,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
80_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
80_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
81_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Protection, network guard, environment risk gate || Registry or canonical tool data",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
81_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1 || 70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05910.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
81_targetenv,3,2,GENERAL,UNKNOWN,PowerShell 7 || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
81_sha256,3,2,GENERAL,UNKNOWN,BA76A6D425993E8A0BA8B7285CD0DFA70075611CFEFCCCFD6F42BCD1BEE2DD12 || 192170DBAF3BEF17A889B1CE22B67E80CF6196AE254E8CF6D2C6D598DFA1D694,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
81_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
81_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
82_role,3,2,GENERAL;GOVERNANCE_POLICY,UNKNOWN,"Protection, network guard, environment risk gate || Registry or canonical tool data",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
82_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VRN-Guarded-Entry-v217.ps1.freeze.lock.json || 70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05911.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
82_targetenv,3,2,GENERAL,UNKNOWN,document/report || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
82_sha256,3,2,GENERAL,UNKNOWN,9A58FAF4BBA6B46FE154B06865707758DC4128FA80076D85E6368359860EF587 || F935A854CFBDBE26926D7E72C48C03BA58F12EC02A0FCBE05850993920C9ED9C,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
82_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
82_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
83_role,3,2,GENERAL,UNKNOWN,Supportive utility || Registry or canonical tool data,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
83_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1 || 70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05912.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
83_priority,3,2,GENERAL,UNKNOWN,9 || 1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
83_targetenv,3,2,GENERAL,UNKNOWN,PowerShell 7 || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
83_sha256,3,2,GENERAL,UNKNOWN,C36A7B42BFCC5FA3998860131CAB268CAF5331765B62305D7B5FF530D8D1EBFD || 9AF0CA8651599C49A439ECEE7028EF7199DC49D882E238CA199E9CD36C5F5E34,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
83_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
83_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
84_role,3,2,GENERAL,UNKNOWN,Supportive utility || Registry or canonical tool data,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
84_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1.freeze.lock.json || 70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0599.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
84_priority,3,2,GENERAL,UNKNOWN,9 || 1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
84_targetenv,3,2,GENERAL,UNKNOWN,document/report || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
84_sha256,3,2,GENERAL,UNKNOWN,5BE33CDF19C2C950C5F6B458710669AEDD739D7A39AE821CB1258ABF1D8A6C2C || 17AAEECBF34E0ADF82F3E00808365F14B7B756C45E287AD39019CD4C69114362,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
84_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
84_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
85_role,3,2,GENERAL,UNKNOWN,Supportive utility || Registry or canonical tool data,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
85_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1 || 70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0600.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
85_priority,3,2,GENERAL,UNKNOWN,9 || 1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
85_targetenv,3,2,GENERAL,UNKNOWN,PowerShell 7 || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
85_sha256,3,2,GENERAL,UNKNOWN,7E562A514C00C31B55FAFA38C0BCD35D655E3E9A2918347DA76AA6D39423FA95 || 04897DCE8359E3D41357E7191B3264D6AECF7CD956C9D5B8E09A6CE649243B4F,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
85_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
85_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
86_role,3,2,GENERAL,UNKNOWN,Supportive utility || Registry or canonical tool data,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
86_relativepath,3,2,PATH_IO,UNKNOWN,60_PowerShell_Entry_Internal\Invoke-VRN-PURE-NOHANG-v2192.ps1.freeze.lock.json || 70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
86_priority,3,2,GENERAL,UNKNOWN,9 || 1,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
86_targetenv,3,2,GENERAL,UNKNOWN,document/report || via_vrn_312,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
86_sha256,3,2,GENERAL,UNKNOWN,7E8814E3676FBB4B0368AB83E81E738C8D16548CCA603C4BBADAD147E2059E88 || 8C75E50F4C151117E45F237C3819D1B12C168F8B1C1EE0503BE1F753049549EF,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
86_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
86_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
87_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_BrokerAlias_Compatibility_v0222.cpython-313.pyc || 70_VRN_Rules\__pycache__\VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
87_sha256,3,2,GENERAL,UNKNOWN,90AAD67A2EFC763F831232788E940E67A1DCFAD56928D458D98992D7DB9A2254 || 836FC74FCDEBBF816095FB54CAB1B57D979DC5DD2A8B61B3B9FAABD53918172D,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
87_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
88_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_BrokerAlias_Extension_v0224.cpython-313.pyc || 70_VRN_Rules\__pycache__\VIS_VRN_InputRoutePolicy_v0224.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
88_sha256,3,2,GENERAL,UNKNOWN,357836533D820A446B481ED911AB8D6FC72FE923860B0FC9E0C10B8C3B7EE1D9 || 83E076D48CB45D4878B091CE534286E69E0030CC4989F5C28A8EA651ECADD1DF,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
88_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
89_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_BrokerAnalystAdapters_v06146.cpython-313.pyc || 70_VRN_Rules\__pycache__\VIS_VRN_NewReportCompatibilityGate_v01.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
89_sha256,3,2,GENERAL,UNKNOWN,99DE6672CECA37D3E0C208EB4B4E35BE15EB1147CCAFF36147BF55BDB26921F6 || 676A7CA969F3DBE1A663D03A79788FDAAA705DF2EBE402BEB1FAD2357FD81952,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
89_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
90_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_FinancialRescueRules_v06126.cpython-313.pyc || 70_VRN_Rules\__pycache__\VIS_VRN_Q1_AliasRoutePatch_v0100.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
90_sha256,3,2,GENERAL,UNKNOWN,122C53F1ADC7ED0F375D4086B84C9B817A978A34B571D977928C4F6A906CA942 || F8068E1BBFE5834ADC1223175EE7E85E96937A2A900FACCD6F9FB63CFEE32463,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
90_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
91_role,3,2,GENERAL,UNKNOWN,"Registry or canonical tool data || Acceleration, cache, wheelhouse, retry, download/install planning",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
91_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05910.cpython-313.pyc || 70_VRN_Rules\__pycache__\VIS_VRN_TableGeometryReconstructor_v0101.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
91_priority,3,2,GENERAL,UNKNOWN,1 || 3,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
91_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
91_sha256,3,2,GENERAL,UNKNOWN,192170DBAF3BEF17A889B1CE22B67E80CF6196AE254E8CF6D2C6D598DFA1D694 || 21EF572AE8D030F4311A225534CBB47301DF652A63830DFD7278A0089C134EA4,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
91_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
91_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
92_role,3,2,GENERAL,UNKNOWN,"Registry or canonical tool data || Acceleration, cache, wheelhouse, retry, download/install planning",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
92_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05911.cpython-313.pyc || 70_VRN_Rules\__pycache__\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
92_priority,3,2,GENERAL,UNKNOWN,1 || 3,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
92_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
92_sha256,3,2,GENERAL,UNKNOWN,F935A854CFBDBE26926D7E72C48C03BA58F12EC02A0FCBE05850993920C9ED9C || E88979F88D78EDD9EFCF4687926CCBB26BC6EBBB5033E2DB191399A978111BE4,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
92_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
92_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
93_role,3,2,GENERAL,UNKNOWN,"Registry or canonical tool data || Acceleration, cache, wheelhouse, retry, download/install planning",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
93_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v05912.cpython-313.pyc || 70_VRN_Rules\__pycache__\VIS_VRN_TWOfficialYFinance_v06051.cpython-313.pyc,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
93_priority,3,2,GENERAL,UNKNOWN,1 || 3,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
93_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
93_sha256,3,2,GENERAL,UNKNOWN,9AF0CA8651599C49A439ECEE7028EF7199DC49D882E238CA199E9CD36C5F5E34 || B86E73AD8EAAA44BBEB903111AA1904B930164730890F24F4AE31CAE3B09DF74,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
93_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
93_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
94_role,3,2,GENERAL,UNKNOWN,Registry or canonical tool data || Supportive utility,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
94_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0599.cpython-313.pyc || 70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
94_priority,3,2,GENERAL,UNKNOWN,1 || 9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
94_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
94_sha256,3,2,GENERAL,UNKNOWN,17AAEECBF34E0ADF82F3E00808365F14B7B756C45E287AD39019CD4C69114362 || 1311200F8FC91708A7EEAE3A325A4D6527699C6A8A5DFECBB456DAD9D53EB11C,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
94_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
94_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
95_role,3,2,GENERAL,UNKNOWN,Registry or canonical tool data || Supportive utility,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
95_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0600.cpython-313.pyc || 70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
95_priority,3,2,GENERAL,UNKNOWN,1 || 9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
95_targetenv,3,2,GENERAL,UNKNOWN,via_vrn_312 || document/report,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
95_sha256,3,2,GENERAL,UNKNOWN,04897DCE8359E3D41357E7191B3264D6AECF7CD956C9D5B8E09A6CE649243B4F || 3F289A26BF866F06F280F5B11E504627796E8C9E04EF8A750651E569B46CC934,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
95_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
95_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Register and expose in matrix/report only.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
96_role,3,2,GENERAL,UNKNOWN,Registry or canonical tool data || Supportive utility,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
96_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_FinancialSSOT_v0608.cpython-313.pyc || 70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
96_priority,3,2,GENERAL,UNKNOWN,1 || 9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
96_hardgaterequired,3,2,VISUAL_LOCK,UNKNOWN,False || True,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
96_sha256,3,2,GENERAL,UNKNOWN,8C75E50F4C151117E45F237C3819D1B12C168F8B1C1EE0503BE1F753049549EF || 1B54BDB3B4AD82A3DBA3AC5BDAAF578348DFE2E1AB68241F17467671F01497E3,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
96_aiinstruction,3,2,PATH_IO,UNKNOWN,Do not call directly. Route through NexusCore. || Do not call directly. Read registry and route through NexusCore.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
96_engineerinstruction,3,2,ENGINE,UNKNOWN,Register and expose in matrix/report. || Wire to HardGate and EnvManager before execution.,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
97_role,3,2,GENERAL,UNKNOWN,"Acceleration, cache, wheelhouse, retry, download/install planning || Supportive utility",NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
97_relativepath,3,2,PATH_IO,UNKNOWN,70_VRN_Rules\__pycache__\VIS_VRN_HistoricalValidationPolicy_v0100.cpython-313.pyc || 70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py.freeze.lock.json,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
97_priority,3,2,GENERAL,UNKNOWN,3 || 9,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
97_targetenv,3,2,GENERAL,UNKNOWN,via_vrn_312 || document/report,NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json,MEDIUM
