"ModuleNo","ModuleId","Name","Role","Phase","SourcePath","TargetPath","Extension","SizeBytes","Sha256","Status","Risk"
"265","VRN_MDL265","VRN_MDL265_v0572_canonical_duckdb_view_repair__MODULE__v0572.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL265_v0572_canonical_duckdb_view_repair__MODULE__v0572.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL265_v0572_canonical_duckdb_view_repair__MODULE__v0572.py",".py","24938","150ec420c6e71c55327eac6620fae4c0e1664697ea7145f986c2b42afd572318","OK","LOW"
"266","VRN_MDL266","VRN_MDL266_v05692_data_trust_granular_calibration__MODULE__v05692.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL266_v05692_data_trust_granular_calibration__MODULE__v05692.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL266_v05692_data_trust_granular_calibration__MODULE__v05692.py",".py","31658","92304f881e314b3ff19636d5dc90f5cfa1dbd441744c8935cad1b93e92c2873e","OK","LOW"
"267","VRN_MDL267","VRN_MDL267_v05691_duckdb_empty_safe_data_trust_calibration__MODULE__v05691.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL267_v05691_duckdb_empty_safe_data_trust_calibration__MODULE__v05691.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL267_v05691_duckdb_empty_safe_data_trust_calibration__MODULE__v05691.py",".py","29315","dd9dceb5778d76a7504d05fd06f671fcb8e2eb94565b128aa870b5077f07d1cc","OK","LOW"
"268","VRN_MDL268","VRN_MDL268_VRN_TableReconstructor_v0101_ThreeProcess_AIO__SUPPORT_RULE__v0101.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL268_VRN_TableReconstructor_v0101_ThreeProcess_AIO__SUPPORT_RULE__v0101.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL268_VRN_TableReconstructor_v0101_ThreeProcess_AIO__SUPPORT_RULE__v0101.json",".json","4331","ca4f4fa2b4f7964942a3b5a2c1b93299e3761a9b2bf6838c6d6610fcde2c1217","OK","LOW"
"269","VRN_MDL269","VRN_MDL269_VRN_QualityRules_QuarantineDryRun__MODULE__v0_0.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL269_VRN_QualityRules_QuarantineDryRun__MODULE__v0_0.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL269_VRN_QualityRules_QuarantineDryRun__MODULE__v0_0.py",".py","4953","75d780fea46fe18d2744f1d342d29967789fc15cf27b11deb0938df52fc44594","OK","LOW"
"270","VRN_MDL270","VRN_MDL270_VRN_ReadOnly_CanonicalSeal__GOVERNANCE__v0_0.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL270_VRN_ReadOnly_CanonicalSeal__GOVERNANCE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL270_VRN_ReadOnly_CanonicalSeal__GOVERNANCE__v0_0.json",".json","6186","9dbdbc4418e61ccfeb64fe78dd46f181ab38b92698431081f29bc142b80de942","OK","LOW"
"271","VRN_MDL271","VRN_MDL271_VRN_v140R_3Flow_Safe_Parallel_Continuation__MODULE__v140R.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL271_VRN_v140R_3Flow_Safe_Parallel_Continuation__MODULE__v140R.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL271_VRN_v140R_3Flow_Safe_Parallel_Continuation__MODULE__v140R.json",".json","13522","a3bb31823ebd888fcf6df739df7eceae0ddb3bf635aa1d0781cfb022550e09ae","OK","LOW"
"272","VRN_MDL272","VRN_MDL272_VRN_v140K_BasicInfo_FinancialData_Sidecar_Sync__BASICINFO__v140K.json","BASICINFO","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL272_VRN_v140K_BasicInfo_FinancialData_Sidecar_Sync__BASICINFO__v140K.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL272_VRN_v140K_BasicInfo_FinancialData_Sidecar_Sync__BASICINFO__v140K.json",".json","40559","47295af8862d110fabe38e5d96d0f0f94359c8a839993806be7005d8428dc705","OK","LOW"
"273","VRN_MDL273","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json",".json","130416","f72bfa6f85867214ffcd3be59b488d5d961a02c426aafe4481ee4d44d8e25cad","OK","LOW"
"274","VRN_MDL274","VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json","BASICINFO","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json",".json","130605","95846104d4033b8ff4ed2e819520d00da63fd32a32c765942876578d0cf95526","OK","LOW"
"275","VRN_MDL275","VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json",".json","136925","1c43be7f3b3612c2c67b500555de9a38a981f5e3e07ce4867d03ffbd313e58a4","OK","LOW"
"276","VRN_MDL276","VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json",".json","128460","21699e054ea6582a952645694a0b8dc7dcfbbbf0edb19ea7ccfd6ac0909bc95d","OK","LOW"
"277","VRN_MDL277","VRN_MDL277_VRN_v140C2_DuckDB_SQL_Validate__MODULE__v140C2.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL277_VRN_v140C2_DuckDB_SQL_Validate__MODULE__v140C2.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL277_VRN_v140C2_DuckDB_SQL_Validate__MODULE__v140C2.json",".json","60055","50dbcc07fae9ad2417743fb828bc9907a6b9a13614abdc1bf55a074d75ef473d","OK","LOW"
"278","VRN_MDL278","VRN_MDL278_VRN_v140C_DuckDB_Gate_Preview__MODULE__v140C.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL278_VRN_v140C_DuckDB_Gate_Preview__MODULE__v140C.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL278_VRN_v140C_DuckDB_Gate_Preview__MODULE__v140C.json",".json","62599","335eec95b828fb06439d3197644dfe3bfbbb30a21d03cf284f2eb4a289d4aada","OK","LOW"
"279","VRN_MDL279","VRN_MDL279_VRN_YFinance_RemainingCompletion_v1_0_39__DATA_SOURCE__v1_0.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL279_VRN_YFinance_RemainingCompletion_v1_0_39__DATA_SOURCE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL279_VRN_YFinance_RemainingCompletion_v1_0_39__DATA_SOURCE__v1_0.json",".json","15720","6fd342c78140c25528a70ac05abf542c212f598058eec38d0ce8387ab8f22d1d","OK","LOW"
"280","VRN_MDL280","VRN_MDL280_VRN_YFinance_Batch400_SupportiveHardGate_v1_0_38__GOVERNANCE__v1_0.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL280_VRN_YFinance_Batch400_SupportiveHardGate_v1_0_38__GOVERNANCE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL280_VRN_YFinance_Batch400_SupportiveHardGate_v1_0_38__GOVERNANCE__v1_0.json",".json","11873","157b8e7ffd3b07e1de2a2167365ba5c9c1791a1c3865bb7a37651266072a38be","OK","LOW"
"281","VRN_MDL281","VRN_MDL281_VRN_YFinance_ContinueBatch300_HardGate_v1_0_37__GOVERNANCE__v1_0.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL281_VRN_YFinance_ContinueBatch300_HardGate_v1_0_37__GOVERNANCE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL281_VRN_YFinance_ContinueBatch300_HardGate_v1_0_37__GOVERNANCE__v1_0.json",".json","9123","0f0dbb1affe2b9205f705a268eeaed1707a833b210465368abf5c1b707360b1d","OK","LOW"
"282","VRN_MDL282","VRN_MDL282_VRN_YFinance_ContinueBatch200_TypeFix_v1_0_36__DATA_SOURCE__v1_0.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL282_VRN_YFinance_ContinueBatch200_TypeFix_v1_0_36__DATA_SOURCE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL282_VRN_YFinance_ContinueBatch200_TypeFix_v1_0_36__DATA_SOURCE__v1_0.json",".json","8190","2fd4e954830fc92892e36347a919b18117aee28a658471bde274589654acfc9e","OK","LOW"
"283","VRN_MDL283","VRN_MDL283_VRN_YFinance_ContinueBatch_Accumulator_v1_0_35__DATA_SOURCE__v1_0.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL283_VRN_YFinance_ContinueBatch_Accumulator_v1_0_35__DATA_SOURCE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL283_VRN_YFinance_ContinueBatch_Accumulator_v1_0_35__DATA_SOURCE__v1_0.json",".json","6931","6f82426ec627edb32523082b1708648ec20a8387ed2f6c297b1ef7a5b7846e16","OK","LOW"
"284","VRN_MDL284","VRN_MDL284_VRN_YFinance_SmallBatch_RealFetch_v1_0_34__DATA_SOURCE__v1_0.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL284_VRN_YFinance_SmallBatch_RealFetch_v1_0_34__DATA_SOURCE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL284_VRN_YFinance_SmallBatch_RealFetch_v1_0_34__DATA_SOURCE__v1_0.json",".json","4557","2f5c32b847233f9df82ee44f4156286a5d1063ccdfd28f54656cb935835f85e4","OK","LOW"
"285","VRN_MDL285","VRN_MDL285_VRN_YFinance_NetworkGated_BatchCollector_v1_0_33__DATA_SOURCE__v1_0.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL285_VRN_YFinance_NetworkGated_BatchCollector_v1_0_33__DATA_SOURCE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL285_VRN_YFinance_NetworkGated_BatchCollector_v1_0_33__DATA_SOURCE__v1_0.json",".json","5101","a3faa7e5d1379fbdd794b7782a92d008773d5fcf699385e34ae35020e307be7b","OK","LOW"
"286","VRN_MDL286","VRN_MDL286_VRN_Route_W12_Readiness_v1_0_8__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL286_VRN_Route_W12_Readiness_v1_0_8__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL286_VRN_Route_W12_Readiness_v1_0_8__MODULE__v1_0.json",".json","3436","dc4dd919eadf5734eb758adfd6492e3b21ceab083b58ce1d80e1914b36476373","OK","LOW"
"287","VRN_MDL287","VRN_MDL287_flow_b_ui_text_spec_pack_v061549__SUPPORT_RULE__v061549.py","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL287_flow_b_ui_text_spec_pack_v061549__SUPPORT_RULE__v061549.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL287_flow_b_ui_text_spec_pack_v061549__SUPPORT_RULE__v061549.py",".py","7431","46f2721572beba6763bbea305a457ce37373d7a3d272d24ccc5d3dc364edddde","OK","LOW"
"288","VRN_MDL288","VRN_MDL288_vrn_quarantine_rescue_external_hook_v0564__MODULE__v0564.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL288_vrn_quarantine_rescue_external_hook_v0564__MODULE__v0564.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL288_vrn_quarantine_rescue_external_hook_v0564__MODULE__v0564.json",".json","4071","de7c415f2386e37b1f4c4b782864a1079aeb81b4e40ea79dfaf090cba16eca98","OK","LOW"
"289","VRN_MDL289","VRN_MDL289_vrn_canonical_clean_builder_v03__SUPPORT_RULE__v03.py","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL289_vrn_canonical_clean_builder_v03__SUPPORT_RULE__v03.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL289_vrn_canonical_clean_builder_v03__SUPPORT_RULE__v03.py",".py","10031","9baf00218974c46be0904e1a609334453b77e46de7aacc3492c2c90db3e28068","OK","LOW"
"290","VRN_MDL290","VRN_MDL290_vrn_summarizer_v062_cli_lift_patcher__MODULE__v062.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL290_vrn_summarizer_v062_cli_lift_patcher__MODULE__v062.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL290_vrn_summarizer_v062_cli_lift_patcher__MODULE__v062.py",".py","13382","e9abbdb1f8b644f65b042fd2430f80c8b303a5b93e2a88ff2ec45a53880ee096","OK","LOW"
"291","VRN_MDL291","VRN_MDL291_BasicInfo__BASICINFO__v0_0.json","BASICINFO","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL291_BasicInfo__BASICINFO__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL291_BasicInfo__BASICINFO__v0_0.json",".json","8213","d57e451e9e265fdc9fbb96b4cf65e5947cbb18eeebed8db3cc65fd98da2b617f","OK","LOW"
"292","VRN_MDL292","VRN_MDL292_GoogleSheet_BasicInfo_payload__BASICINFO__v0_0.json","BASICINFO","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL292_GoogleSheet_BasicInfo_payload__BASICINFO__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL292_GoogleSheet_BasicInfo_payload__BASICINFO__v0_0.json",".json","8825","3aafcd1d8d95892ccdc1cd9a8313a158613852171ad4d5c51f6e774b47a8714b","OK","LOW"
"293","VRN_MDL293","VRN_MDL293_vrn_d8b_reprocess__MODULE__v0_0.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL293_vrn_d8b_reprocess__MODULE__v0_0.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL293_vrn_d8b_reprocess__MODULE__v0_0.py",".py","9997","ec2a5f615af86acf40398a6a5a737fd71affc3325bf96fc138bf72a65a8d71e9","OK","LOW"
"294","VRN_MDL294","VRN_MDL294_VRN_GeometryRecon_AIO__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL294_VRN_GeometryRecon_AIO__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL294_VRN_GeometryRecon_AIO__MODULE__v0_0.json",".json","3021","7346c98783c61958d1a84f75e96309379914fcdbdcd7b0a12c8cb6c13292fc70","OK","LOW"
"295","VRN_MDL295","VRN_MDL295_anchor_preview__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL295_anchor_preview__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL295_anchor_preview__MODULE__v0_0.json",".json","1926","ea02e56117c1f9468f362af90a7778c0c6d5226c9eed9a1f2b5cb2a3ffbc0dbd","OK","LOW"
"296","VRN_MDL296","VRN_MDL296_post_validate__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL296_post_validate__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL296_post_validate__MODULE__v0_0.json",".json","687","48fd0510401139d938a15be1807685414f0b71192407088a022e510d50c23d91","OK","LOW"
"297","VRN_MDL297","VRN_MDL297_post_validate__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL297_post_validate__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL297_post_validate__MODULE__v0_0.json",".json","687","7bd93a3deeafc5bae7f5bda1982002ccccc997cb3b715bc22ee7db34de30764d","OK","LOW"
"298","VRN_MDL298","VRN_MDL298_anchor_preview__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL298_anchor_preview__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL298_anchor_preview__MODULE__v0_0.json",".json","1897","5ea9bd2cceaa13b92fc47d91afd69126eab1d4a59c1ea1b70c26e29e3459382e","OK","LOW"
"299","VRN_MDL299","VRN_MDL299_VRN_v140Q2_Dashboard_Launch_Pack_Release_Index__REPORT__v140Q2.json","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL299_VRN_v140Q2_Dashboard_Launch_Pack_Release_Index__REPORT__v140Q2.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL299_VRN_v140Q2_Dashboard_Launch_Pack_Release_Index__REPORT__v140Q2.json",".json","1130","d45fe397369be197fb46d60ab4bcd13adddd6e4bbb44765993dac94aec1a3608","OK","LOW"
"300","VRN_MDL300","VRN_MDL300_VRN_v140Q_Freeze_Dashboard_Launch_Pack__REPORT__v140Q.json","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL300_VRN_v140Q_Freeze_Dashboard_Launch_Pack__REPORT__v140Q.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL300_VRN_v140Q_Freeze_Dashboard_Launch_Pack__REPORT__v140Q.json",".json","17849","69fd597f3f7d7225161efc71a03781febb257417bfea8212fe457d70d6719e51","OK","LOW"
